20 flow networks in flowNetworks2.txt.

** G1: |V|=100, V={0..99}
(u, v, weight) E = { 
      (129, 285,  81)
      (129, 299,  80)
      (130,  6,  72)
      (130, 40,  71)
      (130, 45,  98)
      (130, 49,  10)
      (130, 68,  49)
      (130, 75,  31)
      (130, 77,  51)
      (130, 85,  16)
      (130, 90,  30)
      (130, 104,  45)
      (130, 109,   7)
      (130, 133,  45)
      (130, 136,  27)
      (130, 139,  91)
      (130, 156,  91)
      (130, 183,  95)
      (130, 188,  25)
      (130, 189,  65)
      (130, 191,  45)
      (130, 200,   7)
      (130, 223,  46)
      (130, 226,  18)
      (130, 237,   0)
      (130, 269,  60)
      (130, 278,  71)
      (130, 279,  11)
      (131,  2,  62)
      (131,  4,  57)
      (131,  7,  81)
      (131, 11,  18)
      (131, 14,  16)
      (131, 46,  86)
      (131, 47,  86)
      (131, 57,  26)
      (131, 60,   1)
      (131, 62,  47)
      (131, 63,   0)
      (131, 85,  10)
      (131, 92,  12)
      (131, 141,  70)
      (131, 144,  45)
      (131, 146,  51)
      (131, 150,  50)
      (131, 175,  15)
      (131, 191,  37)
      (131, 194,  27)
      (131, 198,  64)
      (131, 207,  19)
      (131, 209,  71)
      (131, 226,  49)
      (131, 231,  44)
      (131, 233,  61)
      (131, 242,   4)
      (131, 265,  32)
      (131, 278,  30)
      (131, 279,  14)
      (131, 280,  84)
      (131, 283,  15)
      (131, 292,  60)
      (131, 295,  57)
      (132, 10,  19)
      (132, 32,  98)
      (132, 54,  37)
      (132, 74,  48)
      (132, 95,  98)
      (132, 100,  36)
      (132, 105,  28)
      (132, 114,   9)
      (132, 131,  56)
      (132, 150,  23)
      (132, 151,  36)
      (132, 157,   9)
      (132, 168,  58)
      (132, 177,  17)
      (132, 181,  66)
      (132, 182,  27)
      (132, 188,  48)
      (132, 189,  86)
      (132, 191,  39)
      (132, 201,  88)
      (132, 202,  50)
      (132, 208,  46)
      (132, 210,  73)
      (132, 215,   1)
      (132, 221,   1)
      (132, 231,   3)
      (132, 236,  86)
      (132, 250,  77)
      (132, 261,  25)
      (132, 271,  87)
      (132, 288,  87)
      (132, 289,  90)
      (132, 290,  78)
      (133, 24,  95)
      (133, 41,  94)
      (133, 43,  89)
      (133, 68,  53)
      (133, 69,  35)
      (133, 73,  89)
      (133, 74,  62)
      (133, 77,  89)
      (133, 91,  28)
      (133, 105,  23)
      (133, 109,   8)
      (133, 115,  95)
      (133, 128,  90)
      (133, 142,  19)
      (133, 170,  15)
      (133, 198,   9)
      (133, 201,  93)
      (133, 216,  98)
      (133, 227,  16)
      (133, 229,  98)
      (133, 231,  71)
      (133, 232,  78)
      (133, 242,  41)
      (133, 245,   2)
      (133, 247,  81)
      (133, 256,  84)
      (133, 263,  71)
      (133, 275,  55)
      (133, 291,  51)
      (133, 293,  81)
      (134, 13,   5)
      (134, 20,  49)
      (134, 25,   5)
      (134, 27,  19)
      (134, 28,  66)
      (134, 41,  91)
      (134, 48,  49)
      (134, 60,  17)
      (134, 63,  87)
      (134, 84,  99)
      (134, 88,  21)
      (134, 106,  16)
      (134, 108,  56)
      (134, 120,  49)
      (134, 125,  38)
      (134, 145,  62)
      (134, 151,  18)
      (134, 152,  82)
      (134, 154,  84)
      (134, 160,  73)
      (134, 199,  28)
      (134, 211,  25)
      (134, 227,  78)
      (134, 244,  81)
      (134, 246,  65)
      (134, 256,  86)
      (134, 264,  51)
      (134, 265,  81)
      (134, 278,  62)
      (134, 294,  84)
      (134, 296,  99)
      (135,  7,  53)
      (135, 16,  87)
      (135, 24,  69)
      (135, 29,  47)
      (135, 35,  55)
      (135, 38,  71)
      (135, 58,  39)
      (135, 66,  88)
      (135, 79,  31)
      (135, 96,  36)
      (135, 150,  67)
      (135, 152,  33)
      (135, 164,  81)
      (135, 169,   2)
      (135, 175,  28)
      (135, 181,  49)
      (135, 205,  17)
      (135, 206,  34)
      (135, 209,  33)
      (135, 210,  62)
      (135, 213,  22)
      (135, 222,  82)
      (135, 230,  67)
      (135, 250,  90)
      (135, 262,  39)
      (135, 264,  74)
      (135, 286,  27)
      (135, 288,  80)
      (135, 299,   0)
      (136,  2,  79)
      (136, 12,  99)
      (136, 18,  83)
      (136, 29,  83)
      (136, 43,  63)
      (136, 49,  69)
      (136, 51,  28)
      (136, 68,  53)
      (136, 71,  96)
      (136, 81,  87)
      (136, 91,  77)
      (136, 100,   1)
      (136, 105,  64)
      (136, 115,   2)
      (136, 116,  11)
      (136, 128,  67)
      (136, 129,  55)
      (136, 130,   8)
      (136, 134,  76)
      (136, 143,  82)
      (136, 154,  67)
      (136, 159,  52)
      (136, 160,  71)
      (136, 166,  60)
      (136, 172,  26)
      (136, 181,  40)
      (136, 194,  59)
      (136, 202,  76)
      (136, 206,  45)
      (136, 215,  33)
      (136, 242,  51)
      (136, 243,  60)
      (136, 253,  22)
      (136, 271,  84)
      (136, 276,  29)
      (136, 292,  17)
      (136, 294,  16)
      (136, 296,  75)
      (137,  3,  60)
      (137,  5,  20)
      (137, 14,  16)
      (137, 24,   1)
      (137, 41,  35)
      (137, 48,  38)
      (137, 50,  18)
      (137, 61,  39)
      (137, 75,  52)
      (137, 85,  22)
      (137, 95,  54)
      (137, 104,  87)
      (137, 117,  72)
      (137, 126,  56)
      (137, 139,  69)
      (137, 142,  91)
      (137, 150,  20)
      (137, 194,  27)
      (137, 206,  50)
      (137, 220,  14)
      (137, 225,  58)
      (137, 234,  43)
      (137, 272,  18)
      (137, 288,  76)
      (137, 292,  55)
      (137, 295,  47)
      (138, 18,  25)
      (138, 25,  58)
      (138, 29,  82)
      (138, 31,   2)
      (138, 44,   8)
      (138, 52,  26)
      (138, 64,  82)
      (138, 75,  34)
      (138, 79,  97)
      (138, 80,  39)
      (138, 85,  20)
      (138, 92,  31)
      (138, 94,  70)
      (138, 114,  69)
      (138, 117,  95)
      (138, 125,  21)
      (138, 141,  65)
      (138, 150,  68)
      (138, 157,  41)
      (138, 163,  24)
      (138, 166,  53)
      (138, 169,  80)
      (138, 180,  42)
      (138, 191,  43)
      (138, 212,  51)
      (138, 214,  54)
      (138, 220,   6)
      (138, 222,  60)
      (138, 223,  37)
      (138, 224,  19)
      (138, 240,  85)
      (138, 290,  20)
      (139,  1,  60)
      (139, 10,   2)
      (139, 15,  39)
      (139, 17,   9)
      (139, 47,  58)
      (139, 56,  91)
      (139, 58,  85)
      (139, 64,  43)
      (139, 69,  49)
      (139, 77,  85)
      (139, 96,  87)
      (139, 101,  72)
      (139, 106,  29)
      (139, 113,   9)
      (139, 116,   4)
      (139, 119,  41)
      (139, 136,  94)
      (139, 160,  30)
      (139, 178,  41)
      (139, 180,  61)
      (139, 191,  24)
      (139, 200,  68)
      (139, 201,  66)
      (139, 223,  44)
      (139, 250,   3)
      (139, 254,  48)
      (139, 259,  93)
      (139, 266,  29)
      (139, 269,  41)
      (139, 293,  90)
      (140, 40,  60)
      (140, 64,  82)
      (140, 71,  95)
      (140, 80,  37)
      (140, 105,   7)
      (140, 115,  85)
      (140, 132,  52)
      (140, 135,  93)
      (140, 203,  84)
      (140, 211,  37)
      (140, 231,  99)
      (140, 232,  25)
      (140, 243,  34)
      (140, 244,  60)
      (140, 247,  17)
      (140, 293,  38)
      (141,  2,  52)
      (141, 30,  46)
      (141, 43,  94)
      (141, 82,  41)
      (141, 99,  27)
      (141, 110,  66)
      (141, 116,  75)
      (141, 131,  47)
      (141, 133,  43)
      (141, 144,   6)
      (141, 156,  23)
      (141, 160,   2)
      (141, 168,  78)
      (141, 191,  38)
      (141, 200,  91)
      (141, 214,  96)
      (141, 215,  69)
      (141, 224,  22)
      (141, 230,  38)
      (141, 232,  77)
      (141, 238,  23)
      (141, 250,  65)
      (141, 274,  85)
      (141, 281,  21)
      (141, 287,   8)
      (141, 294,  79)
      (142,  5,  51)
      (142,  8,  16)
      (142, 57,  13)
      (142, 68,  66)
      (142, 77,  41)
      (142, 78,  21)
      (142, 85,  68)
      (142, 87,  37)
      (142, 96,  34)
      (142, 106,  65)
      (142, 110,  73)
      (142, 115,  75)
      (142, 125,  31)
      (142, 135,  44)
      (142, 136,  34)
      (142, 144,  24)
      (142, 164,  25)
      (142, 178,  25)
      (142, 184,  41)
      (142, 198,  49)
      (142, 205,  72)
      (142, 215,  20)
      (142, 217,  16)
      (142, 238,  75)
      (142, 244,   5)
      (142, 248,  87)
      (142, 256,  30)
      (142, 280,   6)
      (142, 281,   6)
      (142, 286,  98)
      (143,  5,  49)
      (143,  9,  20)
      (143, 49,  63)
      (143, 79,  65)
      (143, 89,  17)
      (143, 105,  49)
      (143, 140,   8)
      (143, 165,  10)
      (143, 174,   2)
      (143, 186,  49)
      (143, 191,  98)
      (143, 225,  96)
      (143, 231,  72)
      (143, 237,   4)
      (143, 240,  27)
      (143, 242,  94)
      (143, 247,  43)
      (143, 251,   1)
      (143, 256,  15)
      (143, 258,  13)
      (143, 262,  76)
      (143, 280,  29)
      (143, 286,  79)
      (143, 289,  20)
      (143, 299,  15)
      (144, 10,  17)
      (144, 22,  47)
      (144, 30,  41)
      (144, 34,  96)
      (144, 59,  85)
      (144, 94,  78)
      (144, 108,   1)
      (144, 114,  77)
      (144, 121,  51)
      (144, 128,  72)
      (144, 141,  33)
      (144, 143,  97)
      (144, 151,  44)
      (144, 159,  37)
      (144, 170,  82)
      (144, 174,  71)
      (144, 189,  98)
      (144, 196,  93)
      (144, 203,  49)
      (144, 214,  45)
      (144, 249,  99)
      (144, 272,  94)
      (144, 283,  77)
      (144, 290,  44)
      (145,  4,  61)
      (145,  7,  47)
      (145, 13,  94)
      (145, 18,  76)
      (145, 19,  38)
      (145, 21,  90)
      (145, 29,  54)
      (145, 37,  82)
      (145, 43,  32)
      (145, 48,  42)
      (145, 55,  71)
      (145, 57,  70)
      (145, 70,  55)
      (145, 81,  57)
      (145, 100,  89)
      (145, 112,  22)
      (145, 135,  37)
      (145, 178,  12)
      (145, 180,  78)
      (145, 191,  15)
      (145, 198,  89)
      (145, 201,  11)
      (145, 207,  54)
      (145, 215,  41)
      (145, 216,  89)
      (145, 237,  74)
      (145, 249,  51)
      (145, 259,  20)
      (145, 265,  77)
      (145, 283,  52)
      (146, 11,  56)
      (146, 18,  50)
      (146, 27,  39)
      (146, 32,  64)
      (146, 40,  88)
      (146, 46,  42)
      (146, 66,   6)
      (146, 72,  65)
      (146, 78,  86)
      (146, 109,   0)
      (146, 114,  12)
      (146, 127,  60)
      (146, 142,  53)
      (146, 148,  63)
      (146, 165,  59)
      (146, 167,  35)
      (146, 169,   6)
      (146, 179,  97)
      (146, 186,  93)
      (146, 187,  70)
      (146, 189,  90)
      (146, 195,  86)
      (146, 204,  95)
      (146, 213,  32)
      (146, 218,  29)
      (146, 221,   8)
      (146, 224,  68)
      (146, 228,  61)
      (146, 238,  52)
      (146, 240,  48)
      (146, 245,  69)
      (146, 261,   0)
      (146, 269,   9)
      (146, 271,  99)
      (146, 273,  58)
      (146, 275,  61)
      (147,  8,   8)
      (147, 17,   6)
      (147, 19,  25)
      (147, 41,  45)
      (147, 64,  68)
      (147, 71,   6)
      (147, 82,  91)
      (147, 105,   4)
      (147, 106,  70)
      (147, 119,  29)
      (147, 130,  52)
      (147, 131,  37)
      (147, 138,  46)
      (147, 148,  26)
      (147, 150,  50)
      (147, 151,  30)
      (147, 152,  89)
      (147, 154,  10)
      (147, 164,  71)
      (147, 173,  16)
      (147, 178,   9)
      (147, 190,  34)
      (147, 194,   4)
      (147, 202,  99)
      (147, 235,  26)
      (147, 241,  47)
      (147, 252,  28)
      (147, 254,  81)
      (147, 257,  73)
      (147, 269,  78)
      (147, 292,  69)
      (147, 294,  58)
      (148,  1,  15)
      (148, 17,  84)
      (148, 49,  59)
      (148, 56,   8)
      (148, 58,  62)
      (148, 69,  10)
      (148, 72,  58)
      (148, 75,  64)
      (148, 80,  62)
      (148, 120,  28)
      (148, 124,  66)
      (148, 125,  45)
      (148, 137,   9)
      (148, 139,  70)
      (148, 145,  36)
      (148, 150,  53)
      (148, 183,  53)
      (148, 192,  62)
      (148, 200,  94)
      (148, 203,   7)
      (148, 216,  52)
      (148, 223,  72)
      (148, 233,  62)
      (148, 240,  58)
      (148, 242,   4)
      (148, 254,  91)
      (148, 268,  34)
      (148, 279,  11)
      (148, 284,  54)
      (148, 299,  10)
      (149,  3,  21)
      (149,  6,  81)
      (149, 13,  85)
      (149, 17,  24)
      (149, 22,  71)
      (149, 29,  35)
      (149, 57,  42)
      (149, 85,  95)
      (149, 99,  17)
      (149, 134,  27)
      (149, 136,  68)
      (149, 146,  89)
      (149, 150,  17)
      (149, 154,  83)
      (149, 155,  44)
      (149, 156,  15)
      (149, 163,  50)
      (149, 180,  18)
      (149, 187,  86)
      (149, 189,  79)
      (149, 205,  78)
      (149, 213,  95)
      (149, 215,  17)
      (149, 216,  35)
      (149, 228,  87)
      (149, 231,   2)
      (149, 233,  74)
      (149, 241,  38)
      (149, 242,  46)
      (149, 245,  76)
      (149, 254,  11)
      (149, 259,  77)
      (149, 269,  57)
      (149, 274,  14)
      (149, 286,  91)
      (149, 292,  61)
      (149, 295,  32)
      (149, 298,  50)
      (150,  3,  30)
      (150,  9,  41)
      (150, 13,  92)
      (150, 17,  15)
      (150, 18,  23)
      (150, 23,  76)
      (150, 32,  61)
      (150, 51,  80)
      (150, 57,  34)
      (150, 72,   9)
      (150, 78,  53)
      (150, 89,  16)
      (150, 101,  57)
      (150, 130,  63)
      (150, 137,  30)
      (150, 139,  45)
      (150, 155,  20)
      (150, 193,  28)
      (150, 201,  79)
      (150, 208,  23)
      (150, 229,  13)
      (150, 230,  47)
      (150, 241,  45)
      (150, 244,  37)
      (150, 257,  74)
      (150, 264,  10)
      (150, 269,  39)
      (150, 288,  13)
      (150, 295,  65)
      (151, 16,   5)
      (151, 32,   1)
      (151, 54,  36)
      (151, 60,  56)
      (151, 78,  91)
      (151, 94,  46)
      (151, 100,  76)
      (151, 101,  78)
      (151, 105,  42)
      (151, 109,   5)
      (151, 111,   0)
      (151, 114,  26)
      (151, 120,  72)
      (151, 126,   0)
      (151, 135,  10)
      (151, 161,  43)
      (151, 168,  60)
      (151, 175,  53)
      (151, 178,  59)
      (151, 186,  23)
      (151, 194,  65)
      (151, 200,  49)
      (151, 206,  49)
      (151, 210,  18)
      (151, 213,  77)
      (151, 233,  22)
      (151, 234,  78)
      (151, 238,  70)
      (151, 257,  54)
      (151, 263,  86)
      (151, 268,  81)
      (151, 269,  54)
      (151, 294,  83)
      (152,  5,  77)
      (152, 19,  40)
      (152, 28,  33)
      (152, 29,   3)
      (152, 34,  39)
      (152, 50,  32)
      (152, 60,  80)
      (152, 61,  93)
      (152, 69,  13)
      (152, 91,  21)
      (152, 93,  37)
      (152, 105,  55)
      (152, 106,  46)
      (152, 108,  24)
      (152, 116,  85)
      (152, 122,  17)
      (152, 132,  22)
      (152, 137,  36)
      (152, 147,  59)
      (152, 169,  75)
      (152, 197,  55)
      (152, 201,  25)
      (152, 204,  34)
      (152, 206,  28)
      (152, 209,  44)
      (152, 239,  34)
      (152, 242,  11)
      (152, 243,  54)
      (152, 249,   7)
      (152, 253,  57)
      (152, 261,  17)
      (152, 281,  82)
      (152, 293,  55)
      (152, 294,  60)
      (153,  2,  69)
      (153, 10,   1)
      (153, 35,  90)
      (153, 42,  41)
      (153, 74,   6)
      (153, 83,  23)
      (153, 96,  38)
      (153, 109,   9)
      (153, 110,  49)
      (153, 115,  52)
      (153, 125,  37)
      (153, 136,  17)
      (153, 144,  56)
      (153, 150,  84)
      (153, 157,  52)
      (153, 186,  86)
      (153, 189,  65)
      (153, 214,  39)
      (153, 218,  38)
      (153, 221,  27)
      (153, 230,  88)
      (153, 247,  61)
      (153, 255,  39)
      (153, 268,  43)
      (153, 271,  98)
      (153, 275,   1)
      (154,  9,  43)
      (154, 10,  89)
      (154, 11,  59)
      (154, 16,  13)
      (154, 23,  24)
      (154, 30,  97)
      (154, 45,  63)
      (154, 54,  36)
      (154, 77,  81)
      (154, 95,  68)
      (154, 101,  87)
      (154, 103,  15)
      (154, 106,  74)
      (154, 109,  46)
      (154, 116,   7)
      (154, 117,  77)
      (154, 121,  64)
      (154, 123,  43)
      (154, 127,  89)
      (154, 130,  11)
      (154, 142,  36)
      (154, 158,  50)
      (154, 165,   6)
      (154, 170,   5)
      (154, 182,  38)
      (154, 186,   4)
      (154, 194,  10)
      (154, 197,  11)
      (154, 199,  93)
      (154, 222,  16)
      (154, 233,   5)
      (154, 237,  54)
      (154, 241,  40)
      (154, 244,  74)
      (154, 245,  54)
      (154, 249,  33)
      (154, 258,  10)
      (154, 267,  71)
      (154, 271,  56)
      (154, 273,  98)
      (154, 276,  51)
      (154, 282,  63)
      (155,  3,  71)
      (155,  8,  44)
      (155, 10,  30)
      (155, 26,  62)
      (155, 46,  74)
      (155, 61,  87)
      (155, 62,   5)
      (155, 74,  55)
      (155, 108,  56)
      (155, 127,  72)
      (155, 128,  89)
      (155, 145,  18)
      (155, 158,  42)
      (155, 159,  29)
      (155, 166,  26)
      (155, 193,  41)
      (155, 200,  87)
      (155, 206,  18)
      (155, 214,  27)
      (155, 223,  62)
      (155, 226,  68)
      (155, 245,  20)
      (155, 249,  61)
      (155, 251,  83)
      (155, 257,  89)
      (155, 260,  73)
      (155, 261,  97)
      (155, 264,  26)
      (155, 265,  91)
      (155, 275,  90)
      (155, 283,  46)
      (155, 286,  84)
      (155, 287,  99)
      (156, 31,  63)
      (156, 38,  57)
      (156, 50,  35)
      (156, 52,   7)
      (156, 69,  91)
      (156, 82,   7)
      (156, 93,  33)
      (156, 96,  71)
      (156, 103,  78)
      (156, 105,  82)
      (156, 112,  25)
      (156, 120,  78)
      (156, 125,  75)
      (156, 130,  38)
      (156, 152,  55)
      (156, 158,  57)
      (156, 176,  19)
      (156, 188,  69)
      (156, 196,  61)
      (156, 197,  33)
      (156, 204,  10)
      (156, 235,  83)
      (156, 238,  22)
      (156, 254,  54)
      (156, 259,  92)
      (156, 274,  11)
      (156, 277,  19)
      (156, 279,  47)
      (156, 290,  65)
      (156, 297,  20)
